x,y,pass_end_x,pass_end_y,pass_angle,pass_length,pass_technique,pass_type,play_pattern,under_pressure,possession_team_id,shot_statsbomb_xg_y
67.9,7.5,98.8,19.1,0.3591253,33.005604,Normal,Open Play,Regular Play,False,175,0.04376889
90.8,68.9,89.3,50.4,-1.6517004,18.56071,Normal,Open Play,From Throw In,False,171,0.022323709
59.6,2.4,67.7,2.4,0.0,8.1,Normal,Open Play,From Throw In,True,175,0.20759097
103.8,21.0,113.5,46.7,1.2098953,27.46962,Normal,Open Play,Regular Play,False,171,0.32182494
76.6,16.7,77.7,45.0,1.5319467,28.32137,Normal,Open Play,From Throw In,False,186,0.011744905
115.5,6.8,114.2,29.1,1.6290264,22.33786,Normal,Open Play,Regular Play,False,186,0.10108543
87.1,20.5,109.1,36.7,0.6347166,27.321054,Normal,Free Kick,From Free Kick,False,186,0.05720731
80.2,52.4,91.2,14.3,-1.2897257,39.656147,Normal,Open Play,From Throw In,False,178,0.026154703
112.3,22.9,108.4,32.6,1.9530789,10.454664,Normal,Open Play,Regular Play,False,186,0.089181766
98.0,50.2,96.6,54.5,1.885554,4.5221677,Normal,Recovery,From Corner,True,186,0.018309709
88.3,28.3,91.9,61.6,1.4631065,33.49403,Normal,Open Play,Regular Play,False,186,0.014947289
120.0,80.0,113.7,49.8,-1.7764561,30.850122,Inswinging,Corner,From Corner,False,186,0.05694743
120.0,80.0,114.0,49.2,-1.7631919,31.378973,Outswinging,Corner,From Corner,False,178,0.06623288
117.7,69.4,107.8,45.0,-1.9562392,26.33192,Normal,Open Play,Regular Play,False,178,0.08714085
98.0,13.5,116.3,44.9,1.043118,36.3435,Normal,Open Play,Regular Play,False,186,0.23701316
70.2,57.6,80.5,32.1,-1.1869138,27.501637,Normal,Open Play,Regular Play,False,186,0.016079698
71.4,75.6,106.4,40.7,-0.78396755,49.426815,Normal,Open Play,Regular Play,False,186,0.4190224
76.3,75.7,107.9,39.4,-0.8545074,48.127434,Normal,Open Play,From Free Kick,False,186,0.03507665
120.0,80.0,114.2,40.2,-1.7155063,40.220394,Outswinging,Corner,From Corner,False,186,0.17447995
120.0,0.1,113.2,42.4,1.7301891,42.843086,Inswinging,Corner,From Corner,False,174,0.09494911
104.9,45.9,106.8,43.8,-0.83535653,2.8319604,Normal,Open Play,From Free Kick,True,189,0.08145779
87.5,12.1,83.5,32.0,1.7691581,20.298029,Normal,Open Play,From Throw In,False,174,0.0222002
90.1,10.4,93.3,34.2,1.437144,24.014162,Normal,Free Kick,From Free Kick,False,174,0.02509459
112.4,21.8,111.3,35.2,1.6527022,13.445073,Normal,Open Play,Regular Play,True,174,0.07140218
84.3,43.1,108.7,50.9,0.3094055,25.616402,Through Ball,Open Play,From Free Kick,False,174,0.26907283
93.7,65.8,112.7,38.4,-0.9644929,33.343063,Normal,Open Play,From Free Kick,False,189,0.20338133
104.4,75.0,104.9,41.5,-1.5558721,33.50373,Normal,Open Play,Regular Play,False,189,0.09420921
89.7,44.4,91.5,45.3,0.4636476,2.0124612,Normal,Open Play,From Free Kick,False,189,0.02931069
67.9,33.1,80.3,22.6,-0.70261836,16.248384,Normal,Open Play,Regular Play,False,174,0.0057964395
73.4,36.7,74.5,43.6,1.4127064,6.987131,Normal,Open Play,From Free Kick,False,174,0.043343265
86.5,41.8,98.3,16.3,-1.1373943,28.097864,Normal,Open Play,Regular Play,False,174,0.022656448
80.1,4.8,94.0,65.9,1.3471075,62.66115,Normal,Open Play,From Throw In,False,174,0.04410451
104.8,50.2,108.7,54.0,0.7724119,5.4451814,Normal,Open Play,Regular Play,True,189,0.059902363
82.5,21.1,99.7,44.7,0.940993,29.20274,Normal,Open Play,From Throw In,False,189,0.10155205
96.4,53.3,90.7,43.8,-2.1112158,11.078809,Normal,Open Play,From Throw In,True,189,0.03298714
95.7,32.5,112.3,25.3,-0.4092459,18.094198,Normal,Open Play,From Free Kick,True,189,0.059087627
89.8,11.3,110.6,41.8,0.9722757,36.91734,Normal,Free Kick,From Free Kick,False,171,0.06231152
111.0,76.5,115.9,43.3,-1.4242638,33.559647,Normal,Open Play,From Throw In,False,904,0.20506752
84.2,29.7,109.1,57.5,0.8403712,37.320904,Normal,Open Play,From Goal Kick,False,171,0.01314908
67.8,48.7,99.0,51.5,0.08950382,31.32539,Normal,Open Play,From Goal Kick,True,904,0.029613616
95.8,6.7,112.0,39.5,1.1120386,36.582508,Normal,Free Kick,From Free Kick,False,904,0.19860697
120.0,0.1,117.7,25.9,1.6597086,25.902317,Straight,Corner,From Corner,False,904,0.009951525
97.4,48.3,104.9,55.6,0.77188545,10.466136,Normal,Open Play,From Free Kick,False,904,0.03724842
78.8,6.2,81.1,18.9,1.3916358,12.906588,Normal,Open Play,From Throw In,True,171,0.025027871
73.8,76.1,102.1,44.5,-0.8404344,42.419926,Normal,Open Play,From Free Kick,False,904,0.13512956
107.8,71.0,101.9,56.0,-1.9455425,16.118622,Normal,Open Play,From Throw In,False,904,0.07225702
86.3,45.8,104.6,43.8,-0.10885758,18.408966,Through Ball,Recovery,From Free Kick,False,171,0.189418
89.1,22.5,87.4,24.3,2.3276308,2.4758837,Normal,Open Play,From Free Kick,False,171,0.041741237
103.1,23.3,107.6,40.4,1.3134726,17.682194,Normal,Open Play,From Free Kick,False,181,0.09098468
106.9,66.6,110.9,41.3,-1.4139915,25.614254,Normal,Open Play,From Throw In,False,181,0.105400845
91.4,29.2,92.9,7.7,-1.5011418,21.552261,Normal,Recovery,From Corner,True,173,0.03703748
120.0,80.0,110.9,59.3,-1.9849794,22.611944,Normal,Corner,From Corner,False,173,0.027465658
95.4,47.1,105.4,60.9,0.94372565,17.042301,Normal,Open Play,Regular Play,False,181,0.0382534
80.1,46.2,106.5,55.1,0.32515576,27.859827,Normal,Open Play,Regular Play,True,181,0.020269193
76.8,64.1,77.8,58.4,-1.3971251,5.7870545,Normal,Open Play,From Goal Kick,True,173,0.005301739
85.2,72.5,83.4,51.6,-1.6567087,20.97737,Normal,Open Play,From Corner,False,181,0.007177008
110.7,54.5,116.2,53.0,-0.26625204,5.700877,Normal,Open Play,From Throw In,True,181,0.040675554
112.6,70.6,113.3,46.5,-1.5417589,24.110165,Normal,Open Play,From Corner,True,181,0.14222094
120.0,80.0,117.2,48.1,-1.6583463,32.022648,Outswinging,Corner,From Corner,False,181,0.058129508
93.8,43.8,90.1,40.4,-2.398423,5.0249376,Normal,Open Play,Regular Play,False,173,0.024880283
51.2,32.0,70.6,9.8,-0.8526045,29.482199,Normal,Open Play,Regular Play,False,181,0.029925814
117.1,4.7,112.1,36.4,1.7272362,32.0919,Normal,Open Play,Regular Play,False,181,0.11898273
120.0,0.1,110.8,38.1,1.808331,39.097828,Inswinging,Corner,From Corner,False,181,0.056362648
120.0,0.1,111.1,37.9,1.8020345,38.83362,Inswinging,Corner,From Corner,False,181,0.0663347
89.0,74.6,91.8,60.3,-1.3774384,14.5715475,Normal,Open Play,From Goal Kick,False,181,0.021147996
79.2,62.0,111.5,39.5,-0.6084367,39.364197,Normal,Free Kick,From Free Kick,False,173,0.17688681
105.1,67.1,111.3,26.9,-1.4177731,40.6753,Normal,Open Play,From Throw In,False,173,0.04993593
93.7,74.8,115.3,61.3,-0.5585993,25.471748,Normal,Open Play,From Kick Off,False,173,0.006717909
92.0,6.2,67.6,44.7,2.1356747,45.580807,Normal,Open Play,From Throw In,False,179,0.006396392
101.7,73.7,104.5,30.9,-1.5054688,42.89149,Normal,Open Play,Regular Play,False,179,0.0694952
120.0,80.0,97.8,36.6,-2.043618,48.748333,Straight,Corner,From Corner,False,179,0.03423849
117.5,53.4,114.4,40.7,-1.8102092,13.072873,Normal,Open Play,Regular Play,False,179,0.28077665
118.1,53.4,115.7,49.3,-2.100386,4.7507896,Normal,Open Play,From Corner,False,179,0.08738335
91.2,23.9,101.3,39.5,0.9962258,18.584133,Normal,Open Play,Regular Play,False,175,0.068984866
78.1,55.4,93.1,70.8,0.7985553,21.497908,Normal,Open Play,Regular Play,False,179,0.039469257
117.4,79.0,111.9,40.5,-1.7126933,38.890873,Normal,Free Kick,From Free Kick,False,179,0.13886918
120.0,80.0,112.1,37.9,-1.7562877,42.8348,Outswinging,Corner,From Corner,False,179,0.08722195
100.1,20.1,113.7,30.0,0.62923336,16.821712,Normal,Open Play,From Throw In,False,175,0.19529103
81.1,42.7,107.7,38.6,-0.15293181,26.914124,Normal,Free Kick,From Free Kick,False,179,0.04733003
64.4,36.1,89.7,43.6,0.28819,26.388254,Normal,Open Play,Regular Play,False,179,0.051468153
73.2,43.6,89.9,74.8,1.079343,35.388275,Normal,Open Play,From Free Kick,False,179,0.0122079775
70.6,24.3,90.1,29.7,0.2701532,20.233883,Normal,Open Play,Regular Play,False,175,0.1128509
102.3,47.2,97.8,45.0,-2.6868734,5.0089917,Normal,Open Play,From Throw In,False,175,0.037278436
100.8,28.8,82.8,44.2,2.4338822,23.688816,Normal,Open Play,Regular Play,False,175,0.021386785
111.1,13.4,117.1,33.7,1.2834119,21.168137,Normal,Open Play,From Corner,False,175,0.12029138
47.5,9.8,90.8,30.5,0.4459421,47.99354,Normal,Open Play,Regular Play,False,179,0.32242024
74.8,50.2,99.3,50.5,0.012244286,24.501837,Normal,Open Play,Regular Play,False,185,0.08475797
117.3,57.6,117.2,47.6,-1.580796,10.0005,Normal,Open Play,Regular Play,False,185,0.059347536
95.8,61.3,105.7,51.4,-0.7853982,14.000714,Normal,Open Play,From Free Kick,False,185,0.22576419
71.2,23.7,81.0,68.0,1.3530836,45.371025,Normal,Open Play,From Free Kick,True,185,0.03928654
105.2,7.3,111.7,38.6,1.3660389,31.967796,Normal,Open Play,From Corner,False,185,0.07893488
116.2,54.1,112.7,50.2,-2.302193,5.240229,Normal,Open Play,From Corner,False,185,0.11240239
84.4,20.2,92.8,40.9,1.1853025,22.339428,Normal,Open Play,Regular Play,False,184,0.03255636
94.6,42.6,99.2,21.5,-1.3561454,21.595602,Normal,Open Play,Regular Play,False,185,0.036638334
77.5,27.3,99.2,25.9,-0.06442684,21.745115,Through Ball,Open Play,Regular Play,False,185,0.2426377
97.7,46.6,84.3,16.2,-1.9859644,33.222282,Normal,Recovery,Regular Play,False,184,0.0075419247
96.6,14.8,97.1,25.6,1.524533,10.811568,Normal,Open Play,From Throw In,False,184,0.040724073
81.2,28.1,108.5,61.3,0.88261145,42.982903,Normal,Open Play,Regular Play,False,185,0.048856992
83.5,26.8,111.2,41.0,0.47370476,31.12764,Normal,Free Kick,From Free Kick,False,872,0.1275687
81.5,70.7,106.3,30.6,-1.0169182,47.14923,Normal,Open Play,From Throw In,False,172,0.024540665
120.0,0.1,112.3,40.6,1.7586775,41.22548,Outswinging,Corner,From Corner,False,172,0.14870474
120.0,0.1,114.5,28.1,1.7647555,28.535067,Outswinging,Corner,From Corner,False,872,0.026845945
84.3,16.0,108.4,33.2,0.6198569,29.608276,Normal,Free Kick,From Free Kick,False,872,0.07932017
99.3,33.3,99.6,26.2,-1.5285679,7.106335,Normal,Open Play,Regular Play,False,872,0.07910303
100.5,19.1,98.2,22.8,2.1269627,4.356604,Normal,Free Kick,From Free Kick,False,172,0.0193699
100.2,50.2,95.0,44.0,-2.2686992,8.091971,Normal,Open Play,From Free Kick,True,172,0.03749971
78.3,26.9,89.2,33.1,0.51716787,12.539936,Normal,Open Play,From Free Kick,True,172,0.029301913
62.2,42.6,105.2,53.4,0.24607275,44.335537,Through Ball,Open Play,From Free Kick,False,172,0.23688774
93.7,22.9,102.6,26.5,0.38437483,9.600521,Normal,Open Play,Regular Play,False,172,0.034534518
102.9,72.1,104.7,40.3,-1.5142529,31.850903,Normal,Open Play,Regular Play,False,172,0.03270107
107.4,3.5,106.3,27.5,1.6165977,24.025194,Normal,Open Play,Regular Play,False,172,0.09012732
106.9,33.8,103.8,35.2,2.7173982,3.4014702,Normal,Recovery,Regular Play,False,172,0.066248424
79.0,11.4,89.4,21.1,0.7505864,14.221462,Normal,Open Play,Regular Play,True,172,0.019428812
92.9,20.8,88.2,30.0,2.0431018,10.331021,Normal,Open Play,From Throw In,True,172,0.030872837
86.1,24.1,95.8,20.1,-0.39112544,10.492378,Normal,Open Play,From Throw In,False,172,0.07535881
75.5,69.3,99.7,38.1,-0.9110859,39.485188,Normal,Open Play,Regular Play,False,176,0.05977255
87.6,42.6,88.5,30.7,-1.4953098,11.933985,Normal,Open Play,Regular Play,False,169,0.019860027
105.6,59.6,116.0,32.0,-1.2104384,29.494406,Normal,Open Play,From Corner,False,169,0.18954612
81.0,55.8,110.7,23.2,-0.83191353,44.100452,Normal,Open Play,From Free Kick,False,169,0.017124431
120.0,80.0,108.6,37.7,-1.8340454,43.809246,Outswinging,Corner,From Corner,False,169,0.0362963
105.6,6.6,114.8,36.6,1.2732346,31.378973,Normal,Open Play,Regular Play,False,169,0.37111345
92.5,60.6,110.6,41.3,-0.8174727,26.459402,Normal,Open Play,From Throw In,False,169,0.121779606
99.1,72.7,106.9,46.2,-1.2845407,27.624084,Normal,Open Play,From Throw In,False,169,0.05678976
81.9,57.8,110.1,43.8,-0.4608067,31.483965,Normal,Open Play,From Throw In,False,169,0.19665149
69.8,4.5,106.0,45.4,0.8462826,54.619137,Normal,Open Play,From Free Kick,False,176,0.5209501
105.0,40.3,96.8,44.9,2.630362,9.402127,Normal,Recovery,From Corner,True,176,0.039839223
92.9,45.2,98.8,53.8,0.9694966,10.429286,Normal,Open Play,From Throw In,False,176,0.102596246
99.1,52.7,110.3,52.8,0.008928334,11.200446,Normal,Recovery,Regular Play,True,169,0.11325566
113.9,20.4,114.0,36.6,1.5646236,16.200308,Normal,Open Play,From Throw In,False,177,0.51767653
99.7,13.5,99.3,21.3,1.6220335,7.81025,Normal,Open Play,From Free Kick,False,180,0.08206256
90.6,38.7,106.1,30.2,-0.5016041,17.67767,Normal,Open Play,From Counter,False,177,0.10256396
92.2,32.0,96.8,49.4,1.3123413,17.997778,Normal,Open Play,Regular Play,False,180,0.056348935
120.0,80.0,110.0,41.3,-1.8236632,39.971115,Outswinging,Corner,From Corner,False,177,0.050764512
102.6,32.7,104.8,29.1,-1.022247,4.2190046,Normal,Open Play,Regular Play,True,180,0.079822004
109.0,47.7,115.3,50.7,0.4444192,6.977822,Normal,Recovery,From Corner,False,177,0.03155932
84.6,45.4,96.8,18.4,-1.1464034,29.628365,Normal,Recovery,From Throw In,False,177,0.0198903
93.1,31.3,109.2,40.1,0.50021666,18.348024,Through Ball,Open Play,From Throw In,False,177,0.20499374
94.0,58.5,104.2,45.8,-0.89413786,16.288954,Normal,Open Play,From Throw In,False,180,0.43512672
99.9,36.4,102.8,42.9,1.1511455,7.1175838,Normal,Open Play,From Throw In,True,180,0.064150915
92.6,16.4,107.5,24.5,0.49793497,16.959364,Normal,Recovery,Regular Play,True,177,0.04871315
107.9,60.8,96.8,54.5,-2.625362,12.763228,Normal,Open Play,Regular Play,False,180,0.08945489
79.5,32.7,93.7,45.4,0.7296938,19.050722,Normal,Open Play,Regular Play,False,180,0.06595901
102.8,61.9,108.7,42.5,-1.2755606,20.277327,Normal,Open Play,Regular Play,True,180,0.33628544
82.1,40.0,104.2,30.7,-0.39832014,23.977072,Through Ball,Open Play,From Counter,False,180,0.27889606
92.9,45.8,107.9,28.1,-0.8677801,23.201078,Through Ball,Open Play,Regular Play,False,180,0.219592
74.7,51.1,82.9,26.4,-1.2502608,26.025564,Normal,Open Play,From Throw In,False,177,0.01655709
108.8,54.1,103.5,45.0,-2.0981872,10.530907,Normal,Recovery,From Throw In,False,172,0.039853428
90.9,33.0,100.5,38.0,0.48017502,10.824047,Normal,Open Play,Regular Play,False,904,0.12635015
102.9,64.9,105.6,55.6,-1.2882414,9.684008,Normal,Open Play,Regular Play,False,904,0.021712659
99.2,10.3,96.4,36.5,1.6772624,26.349194,Normal,Open Play,From Free Kick,False,904,0.030942742
91.8,72.4,109.0,40.2,-1.0801945,36.50589,Normal,Free Kick,From Free Kick,False,904,0.04521587
98.5,53.3,93.0,33.0,-1.8353803,21.031881,Normal,Open Play,From Free Kick,False,904,0.041754264
100.1,17.4,92.9,23.7,2.4227626,9.567131,Normal,Open Play,Regular Play,False,904,0.02637596
106.2,21.4,106.2,30.1,1.5707964,8.7,Normal,Open Play,Regular Play,False,904,0.18243167
110.1,58.1,104.6,57.6,-3.050933,5.5226803,Normal,Open Play,Regular Play,True,904,0.0817165
99.5,9.1,108.6,35.5,1.2388536,27.924362,Normal,Free Kick,From Free Kick,False,904,0.060054332
81.2,70.5,92.3,70.5,0.0,11.1,Normal,Open Play,From Corner,False,904,0.024542361
97.8,55.5,106.1,30.5,-1.2502463,26.341791,Normal,Open Play,From Throw In,False,904,0.14652488
98.6,76.5,93.8,76.3,-3.09995,4.804165,Normal,Recovery,From Corner,False,904,0.044632006
120.0,80.0,114.1,49.5,-1.7618788,31.065414,Outswinging,Corner,From Corner,False,904,0.050899778
120.0,80.0,99.7,44.8,-2.0939107,40.634098,Normal,Corner,From Corner,False,180,0.044510223
71.2,62.4,98.0,7.7,-1.115225,60.91248,Normal,Open Play,Regular Play,False,180,0.03170618
56.6,65.2,97.5,6.0,-0.96621853,71.9545,Normal,Open Play,From Throw In,False,169,0.010484875
108.4,55.4,114.0,36.2,-1.2870022,20.0,Normal,Open Play,Regular Play,False,169,0.5644214
104.8,61.7,109.2,32.9,-1.4191909,29.134172,Normal,Open Play,Regular Play,False,180,0.10431128
120.0,80.0,108.5,42.7,-1.8698603,39.03255,Outswinging,Corner,From Corner,False,169,0.04517341
82.4,55.1,104.8,71.3,0.6261367,27.644167,Normal,Open Play,From Throw In,False,169,0.01026978
72.6,16.2,97.0,74.9,1.1768522,63.569252,Normal,Open Play,From Throw In,False,169,0.0056549967
91.4,52.4,111.6,32.1,-0.7878673,28.637913,Through Ball,Open Play,Regular Play,False,180,0.14864598
86.7,46.8,96.3,30.7,-1.0331216,18.744865,Normal,Open Play,Regular Play,False,180,0.1374001
85.9,21.5,96.7,40.1,1.04473,21.508139,Normal,Open Play,From Throw In,False,180,0.04963184
106.5,55.6,103.5,44.8,-1.8417432,11.208925,Normal,Open Play,From Corner,False,169,0.08285245
81.2,50.8,106.1,36.9,-0.5091421,28.517012,Normal,Free Kick,From Free Kick,False,186,0.024873994
63.6,16.3,90.7,22.2,0.21436706,27.734816,Normal,Open Play,From Throw In,False,186,0.03340156
116.5,60.9,113.6,48.1,-1.7935975,13.124405,Normal,Open Play,From Goal Kick,False,181,0.06483282
104.0,73.7,112.5,48.0,-1.2513822,27.06917,Normal,Open Play,From Free Kick,True,181,0.10832466
77.0,54.6,91.9,54.0,-0.04024671,14.912076,Normal,Open Play,From Throw In,False,181,0.032988943
66.7,11.9,89.6,13.5,0.069755636,22.955828,Normal,Open Play,Regular Play,False,186,0.109585226
109.3,71.8,100.4,44.4,-1.8848631,28.8092,Normal,Open Play,From Throw In,False,186,0.06590924
109.7,74.5,110.8,46.4,-1.5316705,28.121523,Normal,Open Play,From Throw In,False,181,0.057255626
99.3,38.2,92.5,39.2,2.9955804,6.873136,Normal,Open Play,Regular Play,False,181,0.03211162
95.6,22.1,91.5,30.7,2.0156667,9.527329,Normal,Open Play,From Throw In,False,186,0.020919746
102.9,9.3,111.9,52.0,1.363064,43.638172,Normal,Open Play,Regular Play,False,181,0.083862506
95.3,29.7,109.8,38.2,0.5302158,16.807735,Normal,Recovery,From Throw In,False,181,0.070809454
64.5,54.1,75.4,45.2,-0.6847295,14.071958,Normal,Recovery,Regular Play,False,186,0.0450784
78.0,51.6,109.1,35.0,-0.49029106,35.252945,Normal,Free Kick,From Free Kick,False,181,0.0401243
116.0,14.6,113.5,32.7,1.7080494,18.271835,Normal,Open Play,From Goal Kick,True,186,0.07789303
89.3,5.5,113.0,36.0,0.9102073,38.62564,Normal,Free Kick,From Free Kick,False,181,0.23981465
70.3,60.3,89.5,45.5,-0.6567017,24.242111,Normal,Open Play,Regular Play,False,181,0.023511872
105.3,73.5,106.5,40.3,-1.5346675,33.22168,Normal,Open Play,Regular Play,False,181,0.028030552
116.8,14.4,115.7,51.9,1.6001213,37.51613,Normal,Open Play,From Throw In,True,181,0.044026677
92.7,24.3,92.6,28.9,1.592532,4.6010866,Normal,Open Play,From Throw In,False,175,0.04456974
115.6,29.6,111.9,35.8,2.1088405,7.220111,Normal,Open Play,From Corner,True,175,0.26394337
88.3,62.7,91.1,69.0,1.152572,6.8942003,Normal,Open Play,From Throw In,True,174,0.0067674555
98.5,52.2,93.2,43.0,-2.0934472,10.617438,Normal,Open Play,From Throw In,False,174,0.020353839
94.1,17.5,104.1,27.3,0.7752975,14.001429,Through Ball,Open Play,From Counter,False,174,0.09417758
86.6,55.0,105.7,65.3,0.49456558,21.70023,Normal,Open Play,From Throw In,True,174,0.008863355
38.7,67.3,63.1,63.9,-0.13845275,24.635746,Normal,Recovery,From Counter,False,175,0.010114683
117.5,58.8,115.1,45.7,-1.7519931,13.318033,Normal,Recovery,From Throw In,False,174,0.19831432
100.9,65.9,112.9,45.6,-1.0369222,23.58156,Normal,Open Play,From Free Kick,False,174,0.46440455
120.0,80.0,110.7,36.8,-1.782838,44.189705,Outswinging,Corner,From Corner,False,174,0.05336527
115.9,30.9,112.4,36.9,2.0988708,6.946222,Normal,Open Play,From Corner,False,175,0.11042953
95.3,35.9,107.1,54.2,0.9980792,21.774527,Normal,Recovery,From Throw In,True,174,0.14381333
109.9,2.3,108.3,8.8,1.8121518,6.6940274,Normal,Open Play,From Throw In,False,174,0.008988805
72.6,28.9,91.1,54.4,0.9431669,31.503967,Normal,Open Play,Regular Play,False,174,0.05086207
97.7,45.1,106.7,44.2,-0.09966865,9.0448885,Normal,Recovery,From Throw In,True,174,0.028555995
84.4,37.3,91.3,45.6,0.8772443,10.793516,Normal,Open Play,Regular Play,True,174,0.03027643
52.9,22.9,91.8,52.3,0.64719266,48.760334,Normal,Open Play,Regular Play,False,174,0.06014068
82.8,19.8,83.0,28.1,1.5467046,8.302409,Normal,Open Play,Regular Play,False,175,0.029256688
103.8,20.3,107.8,38.3,1.3521274,18.439089,Normal,Open Play,Regular Play,True,174,0.3508536
120.0,0.1,110.7,36.0,1.824277,37.085037,Straight,Corner,From Corner,False,189,0.08772669
94.7,17.7,91.2,36.4,1.7558213,19.024721,Normal,Open Play,Regular Play,False,189,0.029443065
105.7,74.1,107.0,44.5,-1.5269057,29.628534,Normal,Open Play,From Throw In,False,184,0.048148528
91.7,20.1,91.5,12.6,-1.5974567,7.502666,Normal,Open Play,From Throw In,False,184,0.0061521754
106.4,8.2,111.2,63.3,1.4839014,55.308678,Normal,Free Kick,From Free Kick,False,189,0.00529676
88.3,20.7,112.7,42.2,0.7223012,32.520916,Normal,Free Kick,From Free Kick,False,189,0.20071982
115.7,64.0,108.6,50.3,-2.0489357,15.43049,Normal,Open Play,Regular Play,False,189,0.1460741
107.3,64.0,110.3,45.3,-1.411724,18.939114,Normal,Open Play,From Free Kick,False,189,0.015905594
106.8,77.2,113.3,55.4,-1.2810237,22.748407,Normal,Open Play,From Keeper,False,184,0.054392625
85.7,60.9,100.5,55.7,-0.3378782,15.686937,Normal,Open Play,Regular Play,False,184,0.02582195
75.4,58.2,103.4,56.8,-0.049958397,28.034979,Through Ball,Open Play,Regular Play,False,184,0.034321316
116.3,14.7,110.6,8.8,-2.338955,8.203658,Normal,Open Play,From Throw In,True,184,0.007169975
95.1,71.6,105.1,38.5,-1.2774005,34.577595,Normal,Open Play,From Throw In,False,184,0.101325884
99.4,31.3,96.8,37.9,1.9460671,7.093659,Normal,Open Play,From Throw In,False,184,0.049537823
110.5,66.7,115.9,44.9,-1.3279775,22.45885,Normal,Open Play,From Corner,False,184,0.17353591
100.3,75.6,109.9,49.7,-1.2158391,27.621912,Normal,Open Play,From Throw In,False,189,0.0646591
104.2,59.3,114.7,56.9,-0.22471116,10.770794,Normal,Open Play,From Kick Off,False,184,0.009224751
94.0,7.3,110.6,40.4,1.1059409,37.029312,Normal,Open Play,Regular Play,False,184,0.12628238
91.3,4.6,108.4,34.5,1.0512902,34.444447,Normal,Open Play,From Free Kick,False,189,0.07026417
82.6,58.7,84.8,74.0,1.4279844,15.45736,Normal,Open Play,Regular Play,False,184,0.024678629
110.3,68.7,106.4,39.9,-1.7053943,29.062862,Normal,Open Play,From Throw In,False,176,0.071530454
106.1,15.2,100.1,21.2,2.3561945,8.485281,Normal,Open Play,From Keeper,False,178,0.029236428
115.0,23.6,107.8,27.1,2.6891177,8.005623,Normal,Open Play,From Corner,True,176,0.06727543
92.7,78.1,97.6,44.1,-1.4276642,34.351273,Normal,Open Play,From Corner,False,178,0.037491053
110.3,28.8,117.0,53.9,1.309946,25.978838,Normal,Open Play,From Throw In,False,176,0.014367729
89.2,9.4,91.3,21.1,1.3932002,11.886968,Normal,Open Play,From Keeper,True,178,0.022778375
99.4,74.9,99.4,44.3,-1.5707964,30.6,Normal,Open Play,From Keeper,False,176,0.04531035
74.7,72.0,109.3,36.4,-0.7996422,49.643932,Normal,Free Kick,From Free Kick,False,178,0.0588907
88.7,38.3,80.5,34.7,-2.7279034,8.955445,Normal,Open Play,Regular Play,False,176,0.013003582
84.3,10.4,101.4,41.9,1.0734537,35.842155,Normal,Open Play,Regular Play,False,178,0.09767357
88.6,40.3,88.7,36.2,-1.5464109,4.101219,Normal,Open Play,From Free Kick,False,178,0.02034238
88.1,66.1,77.9,65.8,-3.1121893,10.204411,Normal,Open Play,From Free Kick,False,178,0.046397444
96.6,16.3,111.6,53.4,1.1865777,40.01762,Normal,Open Play,From Free Kick,False,178,0.03401805
113.9,20.7,119.1,44.3,1.3539227,24.166092,Normal,Open Play,Regular Play,False,176,0.42048338
74.7,34.1,84.1,34.4,0.031904064,9.404786,Normal,Open Play,Regular Play,False,176,0.03331472
95.7,9.8,92.1,28.3,1.762989,18.847015,Normal,Open Play,Regular Play,False,176,0.01397384
115.4,23.5,110.9,23.5,3.1415927,4.5,Normal,Open Play,From Throw In,False,178,0.077776395
120.0,80.0,111.3,41.7,-1.7941601,39.275692,Outswinging,Corner,From Corner,False,176,0.06080598
112.8,51.2,109.7,45.8,-2.0919344,6.226556,Normal,Open Play,From Corner,False,176,0.07037412
95.7,9.8,109.9,41.9,1.1543076,35.10057,Normal,Open Play,From Throw In,False,176,0.05514486
120.0,80.0,111.8,43.9,-1.7941532,37.01959,Outswinging,Corner,From Corner,False,176,0.06947073
26.0,49.9,57.4,64.1,0.42470628,34.461575,Normal,Open Play,From Counter,False,178,0.16365837
113.0,9.0,109.3,36.3,1.7055067,27.549591,Normal,Open Play,Regular Play,False,176,0.054640602
107.3,11.1,113.1,48.5,1.4169416,37.84706,Normal,Open Play,From Throw In,False,176,0.05777571
90.9,59.8,92.7,33.9,-1.5014098,25.962473,Normal,Open Play,Regular Play,False,171,0.023585659
88.6,65.6,102.7,24.9,-1.2372988,43.073193,Normal,Open Play,From Throw In,True,173,0.02789184
68.1,51.1,81.0,54.7,0.2721459,13.392908,Normal,Open Play,From Free Kick,False,171,0.04037026
98.0,75.9,111.9,34.2,-1.2490457,43.955658,Normal,Open Play,Regular Play,False,173,0.07370795
92.2,43.2,104.6,39.8,-0.2676163,12.857682,Normal,Open Play,Regular Play,False,171,0.070087425
87.0,2.1,87.0,13.3,1.5707964,11.2,Normal,Open Play,From Free Kick,False,171,0.028357655
99.5,47.0,96.4,36.8,-1.865847,10.660675,Normal,Open Play,Regular Play,False,173,0.34777325
83.3,17.8,109.6,40.6,0.7142354,34.80704,Normal,Free Kick,From Free Kick,False,173,0.07420002
66.6,54.3,90.2,68.4,0.538548,27.491272,Normal,Free Kick,From Free Kick,False,173,0.06806729
96.0,4.9,112.2,35.9,1.0892478,34.977707,Normal,Open Play,From Throw In,False,173,0.14130814
